"Vaccine/Exemption","Dose","Geography Type","Geography","School Year","Estimate (%)","Population Size","Percent Surveyed","Footnotes","Number of Exemptions","Survey Type","Not_required"
"Exemption","Any Exemption","States","Florida","2023-24",4.8,228213,100,"†",11031,"Census",FALSE
"Exemption","Medical Exemption","States","Florida","2023-24",0.3,228213,100,"†",729,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Florida","2023-24",4.5,228213,100,"†",10302,"Census",FALSE
"Polio",NA,"States","Florida","2023-24",88.1,228213,100,">=. *",NA,"Census",FALSE
"Hepatitis B",NA,"States","Florida","2023-24",88.1,228213,100,">=. *",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Florida","2023-24",88.1,228213,100,">=. *",NA,"Census",FALSE
"Varicella","1 Dose (unknown disease history)","States","Florida","2023-24",NA,228213,100,">=. *",NA,"Census",TRUE
"DTP, DTaP, or DT",NA,"States","Florida","2023-24",88.1,228213,100,">=. *",NA,"Census",FALSE
"MMR",NA,"States","Florida","2023-24",88.1,228213,100,">=. *",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Florida","2020-21",93.3,207026,100,">=.*",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Florida","2021-22",91.7,229432,97.8,">=. §",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Florida","2019-20",93.5,228298,100,"≥.*.§",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Florida","2018-19",93.8,224641,100,"≥.*.§",NA,"Census",FALSE
"Varicella","1 Dose (unknown disease history)","States","Florida","2020-21",NA,207026,100,">=.*",NA,"Census",TRUE
"Varicella","1 Dose (unknown disease history)","States","Florida","2019-20",NA,228298,100,"≥.*.§",NA,"Census",TRUE
"Varicella","1 Dose (unknown disease history)","States","Florida","2021-22",NA,229432,97.8,">=. §",NA,"Census",TRUE
"Varicella","2 Doses (unknown disease history)","States","Florida","2009-10",91.3,218630,100,"≥. * .§",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Florida","2013-14",93.2,233797,100,"≥. *. §",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Florida","2012-13",92.1,234628,100,"≥. *. §",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Florida","2011-12",92.6,225532,100,"≥. * .§",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Florida","2015-16",93.7,224430,100,"≥.*.§",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Florida","2014-15",93.3,228982,100,"≥. *. §",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Florida","2016-17",94.1,224463,100,"≥.*.§",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Florida","2017-18",93.7,222397,100,"≥.*.§",NA,"Census",FALSE
"Hepatitis B",NA,"States","Florida","2009-10",91.3,218630,100,"≥. * .§",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Florida","2021-22",91.7,229432,97.8,">=. §",NA,"Census",FALSE
"Polio",NA,"States","Florida","2011-12",92.6,225532,100,"≥. * .§",NA,"Census",FALSE
"Polio",NA,"States","Florida","2009-10",91.3,218630,100,"≥. * .§",NA,"Census",FALSE
"Hepatitis B",NA,"States","Florida","2020-21",93.3,207026,100,">=.*",NA,"Census",FALSE
"Hepatitis B",NA,"States","Florida","2021-22",91.7,229432,97.8,">=. §",NA,"Census",FALSE
"Hepatitis B",NA,"States","Florida","2019-20",93.5,228298,100,"≥.*.§",NA,"Census",FALSE
"Hepatitis B",NA,"States","Florida","2018-19",93.8,224641,100,"≥.*.§",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Florida","2015-16",93.7,224430,100,"≥.*.§",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Florida","2014-15",93.3,228982,100,"≥. *. §",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Florida","2013-14",93.2,233797,100,"≥. *. §",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Florida","2012-13",92.1,234628,100,"≥. *. §",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Florida","2011-12",92.6,225532,100,"≥. * .§",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Florida","2016-17",94.1,224463,100,"≥.*.§",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Florida","2020-21",93.3,207026,100,">=.*",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Florida","2019-20",93.5,228298,100,"≥.*.§",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Florida","2017-18",93.7,222397,100,"≥.*.§",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Florida","2018-19",93.8,224641,100,"≥.*.§",NA,"Census",FALSE
"Hepatitis B",NA,"States","Florida","2015-16",93.7,224430,100,"≥.*.§",NA,"Census",FALSE
"Hepatitis B",NA,"States","Florida","2014-15",93.3,228982,100,"≥. *. §",NA,"Census",FALSE
"Hepatitis B",NA,"States","Florida","2017-18",93.7,222397,100,"≥.*.§",NA,"Census",FALSE
"Hepatitis B",NA,"States","Florida","2016-17",94.1,224463,100,"≥.*.§",NA,"Census",FALSE
"Hepatitis B",NA,"States","Florida","2013-14",93.2,233797,100,"≥. *. §",NA,"Census",FALSE
"Hepatitis B",NA,"States","Florida","2012-13",92.1,234628,100,"≥. *. §",NA,"Census",FALSE
"Hepatitis B",NA,"States","Florida","2011-12",92.6,225532,100,"≥. * .§",NA,"Census",FALSE
"MMR",NA,"States","Florida","2015-16",93.7,224430,100,"≥.*.§",NA,"Census",FALSE
"MMR",NA,"States","Florida","2014-15",93.3,228982,100,"≥. *. §",NA,"Census",FALSE
"MMR",NA,"States","Florida","2013-14",93.2,233797,100,"≥. *. §",NA,"Census",FALSE
"MMR",NA,"States","Florida","2012-13",92.1,234628,100,"≥. *. §",NA,"Census",FALSE
"MMR",NA,"States","Florida","2011-12",92.6,225532,100,"≥. * .§",NA,"Census",FALSE
"MMR",NA,"States","Florida","2009-10",91.3,218630,100,"≥. * .§",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Florida","2009-10",91.3,218630,100,"≥. * .§",NA,"Census",FALSE
"MMR",NA,"States","Florida","2021-22",91.7,229432,97.8,">=. §",NA,"Census",FALSE
"MMR",NA,"States","Florida","2016-17",94.1,224463,100,"≥.*.§",NA,"Census",FALSE
"MMR",NA,"States","Florida","2020-21",93.3,207026,100,">=.*",NA,"Census",FALSE
"MMR",NA,"States","Florida","2019-20",93.5,228298,100,"≥.*.§",NA,"Census",FALSE
"MMR",NA,"States","Florida","2017-18",93.7,222397,100,"≥.*.§",NA,"Census",FALSE
"MMR",NA,"States","Florida","2018-19",93.8,224641,100,"≥.*.§",NA,"Census",FALSE
"Varicella","UTD (unknown disease history)","States","Nebraska","2021-22",95.5,25018,99.5,"‡",NA,"Census",FALSE
"Varicella","UTD (unknown disease history)","States","Nebraska","2020-21",95.1,25681,94.8,"‡",NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Exemption","Non-Medical Exemption","States","Nebraska","2023-24",2.8,23118,100,"†",658,"Census",FALSE
"Exemption","Medical Exemption","States","Nebraska","2023-24",0.7,23118,100,">=. †. §",155,"Census",FALSE
"Exemption","Any Exemption","States","Nebraska","2023-24",3.5,23118,100,"†",813,"Census",FALSE
"Varicella","UTD (unknown disease history)","States","Nebraska","2023-24",91.2,23118,100,"*. ‡",NA,"Census",FALSE
"MMR",NA,"States","Nebraska","2023-24",93.9,23118,100,"*. ‡",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Nebraska","2023-24",95.2,23118,100,"*. ‡",NA,"Census",FALSE
"Varicella","1 Dose (unknown disease history)","States","Nebraska","2023-24",NA,23118,100,"*. ‡",NA,"Census",TRUE
"Varicella","2 Doses (unknown disease history)","States","Nebraska","2023-24",91.2,23118,100,"*. ‡",NA,"Census",FALSE
"Hepatitis B",NA,"States","Nebraska","2023-24",95.7,23118,100,"*. ‡",NA,"Census",FALSE
"Polio",NA,"States","Nebraska","2023-24",95.7,23118,100,"*. ‡",NA,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Nebraska","2019-20",1.8,26893,NA,"†",485,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Nebraska","2020-21",1.6,25681,94.8,"†",413,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Exemption","Non-Medical Exemption","States","Nebraska","2018-19",1.6,26925,NA,"†.§§",441,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Nebraska","2017-18",1.5,26313,NA,"†.§§",394,"Census",FALSE
"Exemption","Any Exemption","States","Nebraska","2009-10",3.8,29607,NA,"†",1076,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Nebraska","2021-22",2.2,25018,99.5,"†",543,"Census",FALSE
"Exemption","Any Exemption","States","Nebraska","2015-16",2,30409,NA,"†",608,"Census",FALSE
"Exemption","Any Exemption","States","Nebraska","2014-15",1.6,26665,NA,"†",437,"Census",FALSE
"Exemption","Any Exemption","States","Nebraska","2013-14",1.7,27000,NA,"†",465,"Census",FALSE
"Exemption","Any Exemption","States","Nebraska","2012-13",1.7,24999,NA,"†",418,"Census",FALSE
"Exemption","Any Exemption","States","Nebraska","2011-12",1.5,26715,NA,"†",377,"Census",FALSE
"Exemption","Any Exemption","States","Nebraska","2021-22",2.5,25018,99.5,"†",628,"Census",FALSE
"Exemption","Any Exemption","States","Nebraska","2018-19",2.1,26925,NA,"†.§§",568,"Census",FALSE
"Exemption","Any Exemption","States","Nebraska","2020-21",2.2,25681,94.8,"†",555,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Exemption","Any Exemption","States","Nebraska","2019-20",2.2,26893,NA,"†",591,"Census",FALSE
"Exemption","Any Exemption","States","Nebraska","2017-18",2.2,26313,NA,"†.§§",586,"Census",FALSE
"Exemption","Any Exemption","States","Nebraska","2016-17",2,27117,NA,"†.§§",553,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Nebraska","2016-17",1.4,27117,NA,"†.§§",367,"Census",FALSE
"Polio",NA,"States","Nebraska","2012-13",97.5,24999,96.6,"‡",NA,"Census",FALSE
"Polio",NA,"States","Nebraska","2013-14",97.1,27000,97.3,"‡",NA,"Census",FALSE
"Polio",NA,"States","Nebraska","2014-15",97.6,26665,100,"*. ‡",NA,"Census",FALSE
"Polio",NA,"States","Nebraska","2015-16",97.1,30409,100,"*.‡",NA,"Census",FALSE
"Polio",NA,"States","Nebraska","2017-18",96.7,26313,98.6,"‡.‡‡",NA,"Census",FALSE
"Polio",NA,"States","Nebraska","2016-17",97.6,27117,100,"*.‡.‡‡",NA,"Census",FALSE
"Polio",NA,"States","Nebraska","2018-19",97.5,26925,98.6,"‡.‡‡",NA,"Census",FALSE
"Exemption","Medical Exemption","States","Nebraska","2013-14",0.6,27000,NA,NA,158,"Census",FALSE
"Exemption","Medical Exemption","States","Nebraska","2012-13",0.6,24999,NA,NA,149,"Census",FALSE
"Exemption","Medical Exemption","States","Nebraska","2011-12",0.5,26715,NA,NA,126,"Census",FALSE
"Exemption","Medical Exemption","States","Nebraska","2009-10",1,29607,NA,NA,274,"Census",FALSE
"Polio",NA,"States","Nebraska","2021-22",97.6,25018,99.5,"‡",NA,"Census",FALSE
"Polio",NA,"States","Nebraska","2020-21",97,25681,94.8,"‡",NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Exemption","Non-Medical Exemption","States","Nebraska","2014-15",1.1,26665,NA,"†",287,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Nebraska","2013-14",1.1,27000,NA,"†",307,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Nebraska","2015-16",1.4,30409,NA,"†",422,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Nebraska","2012-13",1.1,24999,NA,"†",269,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Nebraska","2011-12",1,26715,NA,"†",251,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Nebraska","2009-10",2.8,29607,NA,"†",802,"Census",FALSE
"Exemption","Medical Exemption","States","Nebraska","2021-22",0.3,25018,99.5,"†",85,"Census",FALSE
"Exemption","Medical Exemption","States","Nebraska","2020-21",0.6,25681,94.8,"†",143,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Exemption","Medical Exemption","States","Nebraska","2018-19",0.5,26925,NA,"†.§§",127,"Census",FALSE
"Exemption","Medical Exemption","States","Nebraska","2019-20",0.4,26893,NA,"†",106,"Census",FALSE
"Exemption","Medical Exemption","States","Nebraska","2017-18",0.7,26313,NA,NA,192,"Census",FALSE
"Exemption","Medical Exemption","States","Nebraska","2016-17",0.7,27117,NA,"§§",186,"Census",FALSE
"Exemption","Medical Exemption","States","Nebraska","2015-16",0.6,30409,NA,NA,186,"Census",FALSE
"Exemption","Medical Exemption","States","Nebraska","2014-15",0.6,26665,NA,NA,150,"Census",FALSE
"Polio",NA,"States","Nebraska","2019-20",97.4,26893,96.7,"‡.‡‡",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Nebraska","2014-15",95.8,26665,100,"*. ‡",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Nebraska","2011-12",96.8,26715,96.6,NA,NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Nebraska","2012-13",94.7,24999,96.6,"‡",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Nebraska","2013-14",94.9,27000,97.3,"‡",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Nebraska","2009-10",NA,29607,96.4,NA,NA,"Census",TRUE
"Varicella","1 Dose (unknown disease history)","States","Nebraska","2021-22",NA,25018,99.5,"‡",NA,"Census",TRUE
"DTP, DTaP, or DT",NA,"States","Nebraska","2009-10",98.7,29607,96.4,NA,NA,"Census",FALSE
"MMR",NA,"States","Nebraska","2021-22",96.2,25018,99.5,"‡",NA,"Census",FALSE
"MMR",NA,"States","Nebraska","2018-19",96.9,26925,98.6,"‡.‡‡",NA,"Census",FALSE
"MMR",NA,"States","Nebraska","2017-18",96.2,26313,98.6,"‡.‡‡",NA,"Census",FALSE
"MMR",NA,"States","Nebraska","2020-21",95.5,25681,94.8,"‡",NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"MMR",NA,"States","Nebraska","2019-20",96.3,26893,96.7,"‡.‡‡",NA,"Census",FALSE
"MMR",NA,"States","Nebraska","2016-17",96.7,27117,100,"*.‡.‡‡",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Nebraska","2011-12",99.7,26715,96.6,NA,NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Nebraska","2012-13",95.5,24999,96.6,"‡",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Nebraska","2013-14",96.8,27000,97.3,"‡",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Nebraska","2016-17",97.2,27117,100,"*.‡.‡‡",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Nebraska","2014-15",96.4,26665,100,"*. ‡",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Nebraska","2015-16",96.8,30409,100,"*.‡",NA,"Census",FALSE
"Varicella","1 Dose (unknown disease history)","States","Nebraska","2009-10",97.2,29607,96.4,NA,NA,"Census",FALSE
"Varicella","1 Dose (unknown disease history)","States","Nebraska","2020-21",NA,25681,94.8,"‡",NA,"Census (Pub.), Vol. Response (Pvt.)",TRUE
"Varicella","1 Dose (unknown disease history)","States","Nebraska","2019-20",NA,26893,96.7,"‡.‡‡",NA,"Census",TRUE
"Varicella","2 Doses (unknown disease history)","States","Nebraska","2018-19",96.3,26925,98.6,"‡.‡‡",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Nebraska","2017-18",95.5,26313,98.6,"‡.‡‡",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Nebraska","2020-21",95.1,25681,94.8,"‡",NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Varicella","2 Doses (unknown disease history)","States","Nebraska","2019-20",95.6,26893,96.7,"‡.‡‡",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Nebraska","2016-17",95.8,27117,100,"*.‡.‡‡",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Nebraska","2015-16",97.3,30409,100,"*.‡",NA,"Census",FALSE
"Hepatitis B",NA,"States","Nebraska","2009-10",97.5,29607,96.4,NA,NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Nebraska","2021-22",95.5,25018,99.5,"‡",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Nebraska","2020-21",96.1,25681,94.8,"‡",NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"DTP, DTaP, or DT",NA,"States","Nebraska","2021-22",96.6,25018,99.5,"‡",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Nebraska","2018-19",97.4,26925,98.6,"‡.‡‡",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Nebraska","2019-20",96.9,26893,96.7,"‡.‡‡",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Nebraska","2017-18",96.7,26313,98.6,"‡.‡‡",NA,"Census",FALSE
"Hepatitis B",NA,"States","Nebraska","2011-12",99.3,26715,96.6,NA,NA,"Census",FALSE
"Hepatitis B",NA,"States","Nebraska","2012-13",96.2,24999,96.6,"‡",NA,"Census",FALSE
"Hepatitis B",NA,"States","Nebraska","2013-14",95.7,27000,97.3,"‡",NA,"Census",FALSE
"Hepatitis B",NA,"States","Nebraska","2016-17",97.4,27117,100,"*.‡.‡‡",NA,"Census",FALSE
"Hepatitis B",NA,"States","Nebraska","2017-18",97.1,26313,98.6,"‡.‡‡",NA,"Census",FALSE
"Hepatitis B",NA,"States","Nebraska","2014-15",96.9,26665,100,"*. ‡",NA,"Census",FALSE
"Hepatitis B",NA,"States","Nebraska","2015-16",96.8,30409,100,"*.‡",NA,"Census",FALSE
"Hepatitis B",NA,"States","Nebraska","2019-20",97.3,26893,96.7,"‡.‡‡",NA,"Census",FALSE
"Hepatitis B",NA,"States","Nebraska","2018-19",97.5,26925,98.6,"‡.‡‡",NA,"Census",FALSE
"Hepatitis B",NA,"States","Nebraska","2020-21",96.6,25681,94.8,"‡",NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Hepatitis B",NA,"States","Nebraska","2021-22",97.7,25018,99.5,"‡",NA,"Census",FALSE
"Polio",NA,"States","Nebraska","2009-10",98.7,29607,96.4,NA,NA,"Census",FALSE
"Polio",NA,"States","Nebraska","2011-12",99.5,26715,96.6,NA,NA,"Census",FALSE
"MMR",NA,"States","Nebraska","2009-10",97.5,29607,96.4,NA,NA,"Census",FALSE
"MMR",NA,"States","Nebraska","2011-12",99,26715,96.6,NA,NA,"Census",FALSE
"MMR",NA,"States","Nebraska","2012-13",96,24999,96.6,"‡",NA,"Census",FALSE
"MMR",NA,"States","Nebraska","2013-14",96.6,27000,97.3,"‡",NA,"Census",FALSE
"MMR",NA,"States","Nebraska","2014-15",96,26665,100,"*. ‡",NA,"Census",FALSE
"MMR",NA,"States","Nebraska","2015-16",95.6,30409,100,"*.‡",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Nebraska","2022-23",95.7,23176,100,"*. ‡",NA,"Census",FALSE
"Varicella","1 Dose (unknown disease history)","States","Nebraska","2022-23",NA,23176,100,"*. ‡",NA,"Census",TRUE
"MMR",NA,"States","Nebraska","2022-23",95.1,23176,100,"*. ‡",NA,"Census",FALSE
"Hepatitis B",NA,"States","Nebraska","2022-23",96.8,23176,100,"*. ‡",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Nebraska","2022-23",94.9,23176,100,"*. ‡",NA,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Nebraska","2022-23",2.1,23176,100,"†",478,"Census",FALSE
"Exemption","Any Exemption","States","Nebraska","2022-23",2.6,23176,100,"†",601,"Census",FALSE
"Polio",NA,"States","Nebraska","2022-23",97,23176,100,"*. ‡",NA,"Census",FALSE
"Varicella","UTD (unknown disease history)","States","Nebraska","2022-23",94.9,23176,100,"*. ‡",NA,"Census",FALSE
"Exemption","Medical Exemption","States","Nebraska","2022-23",0.5,23176,100,"†",123,"Census",FALSE
"Exemption","Any Exemption","States","Alaska","2021-22",4.6,9790,76.2,"†. ‡‡",446,"Vol. Response (Pub.), Not Conducted (Pvt.)",FALSE
"Exemption","Any Exemption","States","Alaska","2017-18",7,9692,NA,"†",624,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Any Exemption","States","Alaska","2016-17",6.8,9815,NA,"†",663,"Census",FALSE
"Exemption","Any Exemption","States","Alaska","2015-16",5.9,9937,NA,"†",524,"Census",FALSE
"Exemption","Any Exemption","States","Alaska","2014-15",5.8,10129,NA,"†",588,"Census",FALSE
"Exemption","Any Exemption","States","Alaska","2013-14",5.3,10222,NA,"†",539,"Census",FALSE
"Exemption","Any Exemption","States","Alaska","2012-13",5.6,10319,NA,"†",564,"Census",FALSE
"Exemption","Any Exemption","States","Alaska","2011-12",7,10286,NA,"†",53,"Non-Random Cluster Sample",FALSE
"Exemption","Any Exemption","States","Alaska","2020-21",4,9461,92.5,"†",375,"Census",FALSE
"Exemption","Any Exemption","States","Alaska","2019-20",5.9,10381,NA,"†",608,"Vol. Response",FALSE
"Exemption","Any Exemption","States","Alaska","2018-19",7.1,10316,NA,"†",731,"Vol. Response",FALSE
"Exemption","Any Exemption","States","Alaska","2009-10",5.5,9641,NA,"†",530,"Vol. Response",FALSE
"Exemption","Non-Medical Exemption","States","Alaska","2021-22",4.1,9790,76.2,"†. ‡‡",401,"Vol. Response (Pub.), Not Conducted (Pvt.)",FALSE
"Exemption","Non-Medical Exemption","States","Alaska","2020-21",3.8,9461,92.5,"†",354,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Alaska","2019-20",5.4,10381,NA,"†",557,"Vol. Response",FALSE
"Exemption","Non-Medical Exemption","States","Alaska","2018-19",6.6,10316,NA,"†",680,"Vol. Response",FALSE
"Exemption","Non-Medical Exemption","States","Alaska","2017-18",5.7,9692,NA,"†",549,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Non-Medical Exemption","States","Alaska","2016-17",5.2,9815,NA,"†",514,"Census",FALSE
"Varicella","1 Dose (unknown disease history)","States","Alaska","2021-22",NA,9790,76.2,"¶",NA,"Vol. Response (Pub.), Not Conducted (Pvt.)",TRUE
"Varicella","1 Dose (unknown disease history)","States","Alaska","2020-21",NA,9461,NA,NA,NA,"Not Conducted",TRUE
"Varicella","1 Dose (unknown disease history)","States","Alaska","2019-20",NA,10381,82.7,"§",NA,"Vol. Response",TRUE
"Polio",NA,"States","Alaska","2017-18",92.9,9692,84.4,"†.§",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Polio",NA,"States","Alaska","2016-17",91.8,9815,7.6,"†.§",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Polio",NA,"States","Alaska","2015-16",95.2,9937,7.8,"†.§",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Polio",NA,"States","Alaska","2014-15",94.8,10129,7.8,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Polio",NA,"States","Alaska","2013-14",97.2,10222,9.3,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","Alaska","2013-14",1.2,10222,NA,NA,119,"Census",FALSE
"Exemption","Medical Exemption","States","Alaska","2012-13",1.6,10319,NA,NA,162,"Census",FALSE
"Exemption","Medical Exemption","States","Alaska","2011-12",1.3,10286,NA,NA,10,"Non-Random Cluster Sample",FALSE
"Exemption","Medical Exemption","States","Alaska","2009-10",1.7,9641,NA,NA,161,"Vol. Response",FALSE
"Polio",NA,"States","Alaska","2021-22",77.1,9790,76.2,"¶",NA,"Vol. Response (Pub.), Not Conducted (Pvt.)",FALSE
"DTP, DTaP, or DT",NA,"States","Alaska","2021-22",78,9790,76.2,"¶",NA,"Vol. Response (Pub.), Not Conducted (Pvt.)",FALSE
"DTP, DTaP, or DT",NA,"States","Alaska","2019-20",NA,10381,82.7,"§",NA,"Vol. Response",TRUE
"Exemption","Non-Medical Exemption","States","Alaska","2015-16",4.7,9937,NA,"†",421,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Alaska","2014-15",4.5,10129,NA,"†",453,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Alaska","2013-14",4.1,10222,NA,"†",421,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Alaska","2012-13",4,10319,NA,"†",415,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Alaska","2011-12",5.7,10286,NA,"†",43,"Non-Random Cluster Sample",FALSE
"Exemption","Non-Medical Exemption","States","Alaska","2009-10",3.8,9641,NA,"†",369,"Vol. Response",FALSE
"Exemption","Medical Exemption","States","Alaska","2021-22",0.5,9790,76.2,"†. ‡‡",45,"Vol. Response (Pub.), Not Conducted (Pvt.)",FALSE
"Exemption","Medical Exemption","States","Alaska","2020-21",0.2,9461,92.5,"†",21,"Census",FALSE
"Exemption","Medical Exemption","States","Alaska","2019-20",0.5,10381,NA,"†",51,"Vol. Response",FALSE
"Exemption","Medical Exemption","States","Alaska","2018-19",0.5,10316,NA,"†",51,"Vol. Response",FALSE
"Exemption","Medical Exemption","States","Alaska","2017-18",0.8,9692,NA,NA,75,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","Alaska","2016-17",1.5,9815,NA,NA,149,"Census",FALSE
"Exemption","Medical Exemption","States","Alaska","2015-16",1.2,9937,NA,NA,103,"Census",FALSE
"Exemption","Medical Exemption","States","Alaska","2014-15",1.3,10129,NA,NA,135,"Census",FALSE
"Hepatitis B",NA,"States","Alaska","2021-22",79.8,9790,76.2,"¶",NA,"Vol. Response (Pub.), Not Conducted (Pvt.)",FALSE
"Hepatitis B",NA,"States","Alaska","2016-17",91.7,9815,7.6,"†.§",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Hepatitis B",NA,"States","Alaska","2017-18",93.1,9692,84.4,"†.§",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Hepatitis B",NA,"States","Alaska","2015-16",95.2,9937,7.8,"†.§",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Hepatitis B",NA,"States","Alaska","2014-15",94.5,10129,7.8,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Hepatitis B",NA,"States","Alaska","2013-14",97.2,10222,9.3,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Varicella","2 Doses (unknown disease history)","States","Alaska","2021-22",76.1,9790,76.2,NA,NA,"Vol. Response (Pub.), Not Conducted (Pvt.)",FALSE
"Varicella","2 Doses (unknown disease history)","States","Alaska","2019-20",NA,10381,82.7,"§",NA,"Vol. Response",TRUE
"Varicella","2 Doses (unknown disease history)","States","Alaska","2017-18",91.3,9692,84.4,"†.§",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Varicella","2 Doses (unknown disease history)","States","Alaska","2016-17",88.9,9815,7.6,"†.§",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Varicella","2 Doses (unknown disease history)","States","Alaska","2015-16",92.6,9937,7.8,"†.§",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Varicella","2 Doses (unknown disease history)","States","Alaska","2014-15",91.6,10129,7.8,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Varicella","2 Doses (unknown disease history)","States","Alaska","2013-14",92.5,10222,9.3,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
